Project ID,Transaction ID,2010 Census Tract,"Metro/Non-Metro, 2010 Census",Origination Year,Community Development Entity (CDE) Name,QLICI Amount,City,State,Zip Code,Purpose of Investment,QALICB Type,Multi-CDE,Multi-Tract QLICI
AR0010,161,5051010800,Metropolitan,2010,"Heartland Renaissance Fund, LLC","$10,972,265.00 ",Hot Springs,AR,71901,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0010,162,5051010800,Metropolitan,2010,"Heartland Renaissance Fund, LLC","$3,827,141.00 ",Hot Springs,AR,71901,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0011,163,5119004500,Metropolitan,2009,Self-Help Ventures Fund,"$167,000.00 ",Little Rock,AR,72202,Business Financing,NRE,NO,NO
AR0012,164,5119001900,Metropolitan,2007,Hope Enterprise Corporation,"$248,625.00 ",Little Rock,AR,72204,Business Financing,NRE,NO,NO
AR0013,165,5043490400,Non-Metropolitan,2004,Hope Enterprise Corporation,"$100,000.00 ",Monticello,AR,71655,Business Financing,NRE,NO,NO
AR0014,167,5043490200,Non-Metropolitan,2006,Hope Enterprise Corporation,"$600,000.00 ",Monticello,AR,71655,Business Financing,NRE,NO,NO
AR0014,166,5043490200,Non-Metropolitan,2007,Hope Enterprise Corporation,"$440,300.00 ",Monticello,AR,71655,Business Financing,NRE,NO,NO
AR0014,168,5043490200,Non-Metropolitan,2009,Hope Enterprise Corporation,"$750,000.00 ",Monticello,AR,71655,Business Financing,NRE,NO,NO
AR0015,169,5119003001,Metropolitan,2005,"Heartland Renaissance Fund, LLC","$3,500,000.00 ",NORTH LITTLE ROCK,AR,72114,Real Estate – Construction–Housing-Single Family,RE,NO,NO
AR0016,170,5069001000,Metropolitan,2005,Hope Enterprise Corporation,"$78,000.00 ",Pine Bluff,ar,71601,Business Financing,NRE,NO,NO
AR0016,171,5069001000,Metropolitan,2010,Hope Enterprise Corporation,"$47,206.80 ",Pine Bluff,AR,71601,Business Financing,RE,NO,NO
AR0017,172,5069001000,Metropolitan,2004,Hope Enterprise Corporation,"$234,300.00 ",Pine Bluff,AR,71601,Business Financing,NRE,NO,NO
AR0018,173,5145071100,Non-Metropolitan,2009,Hope Enterprise Corporation,"$196,561.00 ",Searcy,AR,72143,Business Financing,NRE,NO,NO
AR0019,174,5001480400,Non-Metropolitan,2009,Hope Enterprise Corporation,"$104,703.00 ",Stuttgart,AR,72160,Business Financing,NRE,NO,NO
AR0020,175,5001480400,Non-Metropolitan,2005,Hope Enterprise Corporation,"$767,000.00 ",Stuttgart,AR,72160,Business Financing,NRE,NO,NO
AR0021,176,5143011300,Metropolitan,2011,"Heartland Renaissance Fund, LLC","$7,800,000.00 ",Fayetteville,AR,72701,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AR0021,177,5143011300,Metropolitan,2011,"Heartland Renaissance Fund, LLC","$4,049,728.00 ",Fayetteville,AR,72701,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AR0021,178,5143011300,Metropolitan,2011,"Heartland Renaissance Fund, LLC","$3,977,272.00 ",Fayetteville,AR,72701,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AR0022,179,5119004700,Metropolitan,2011,"Heartland Renaissance Fund, LLC","$12,191,090.00 ",Little Rock,AR,72202,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0022,180,5119004700,Metropolitan,2011,"Heartland Renaissance Fund, LLC","$7,506,910.00 ",Little Rock,AR,72202,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0023,181,5093010700,Non-Metropolitan,2011,"Heartland Renaissance Fund, LLC","$2,500,000.00 ",Osceola,AR,72315,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0023,182,5093010700,Non-Metropolitan,2011,"Heartland Renaissance Fund, LLC","$4,874,470.00 ",Osceola,AR,72315,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0024,183,5007020301,Metropolitan,2011,"Heartland Renaissance Fund, LLC","$4,750,850.00 ",Rogers,AR,72757,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0024,184,5007020301,Metropolitan,2011,"Heartland Renaissance Fund, LLC","$1,619,150.00 ",Rogers,AR,72757,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0025,185,5041950200,Non-Metropolitan,2011,"Heartland Renaissance Fund, LLC","$6,900,000.00 ",Tillar,AR,71670,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0025,186,5041950200,Non-Metropolitan,2011,"Heartland Renaissance Fund, LLC","$4,607,000.00 ",Tillar,AR,71670,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0025,187,5041950200,Non-Metropolitan,2011,"Heartland Renaissance Fund, LLC","$4,173,000.00 ",Tillar,AR,71670,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0025,188,5041950200,Non-Metropolitan,2012,"Heartland Renaissance Fund, LLC","$6,831,000.00 ",Tiller,AR,71670,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AR0025,189,5041950200,Non-Metropolitan,2012,"Heartland Renaissance Fund, LLC","$4,489,000.00 ",Tiller,AR,71670,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AR0025,190,5041950200,Non-Metropolitan,2012,"Heartland Renaissance Fund, LLC","$4,360,000.00 ",Tiller,AR,71670,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AR0026,191,5119004400,Metropolitan,2012,"Heartland Renaissance Fund, LLC","$12,266,218.00 ",Little Rock,AR,72201,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AR0026,192,5119004400,Metropolitan,2012,"Heartland Renaissance Fund, LLC","$7,333,782.00 ",Little Rock,AR,72201,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AR0027,193,5041950200,Non-Metropolitan,2011,Hope Enterprise Corporation,"$712,753.80 ",Dumas,AR,71639,Business Financing,NRE,NO,NO
AR0029,194,5061950300,Non-Metropolitan,2013,Hope Enterprise Corporation,"$5,580,400.00 ",Nashville,AR,71852,Business Financing,NRE,YES,NO
AR0029,195,5061950300,Non-Metropolitan,2013,Hope Enterprise Corporation,"$2,179,600.00 ",Nashville,AR,71852,Business Financing,NRE,YES,NO
AR0029,196,5061950300,Non-Metropolitan,2013,Chase New Markets Corporation,"$1,352,600.00 ",Nashville,AR,71852,Business Financing,NRE,YES,NO
AR0029,197,5061950300,Non-Metropolitan,2013,Chase New Markets Corporation,"$647,400.00 ",Nashville,AR,71852,Business Financing,NRE,YES,NO
AR0030,198,5093010200,Non-Metropolitan,2013,"Heartland Renaissance Fund, LLC","$3,635,387.00 ",Blytheville,AR,72315,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0030,199,5093010200,Non-Metropolitan,2013,"Heartland Renaissance Fund, LLC","$1,400,202.00 ",Blytheville,AR,72315,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0030,200,5093010200,Non-Metropolitan,2013,"Heartland Renaissance Fund, LLC","$4,970,752.00 ",Blytheville,AR,72315,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0030,201,5093010200,Non-Metropolitan,2013,"Heartland Renaissance Fund, LLC","$1,914,530.00 ",Blytheville,AR,72315,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AR0031,202,5119004600,Metropolitan,2013,"Brownfield Revitalization, LLC","$3,631,500.00 ",Little Rock,AR,72206,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AR0031,203,5119004600,Metropolitan,2013,"Brownfield Revitalization, LLC","$1,268,500.00 ",Little Rock,AR,72206,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AR0032,204,5047950200,Non-Metropolitan,2013,"Heartland Renaissance Fund, LLC","$6,846,000.00 ",Ozark,AR,72949,Business Financing,NRE,NO,NO
AR0032,205,5047950200,Non-Metropolitan,2013,"Heartland Renaissance Fund, LLC","$2,954,000.00 ",Ozark,AR,72949,Business Financing,NRE,NO,NO
AR0033,206,5093011000,Non-Metropolitan,2014,"Heartland Renaissance Fund, LLC","$5,167,500.00 ",Osceola,AR,72370,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AR0033,207,5093011000,Non-Metropolitan,2014,"Heartland Renaissance Fund, LLC","$5,167,500.00 ",Osceola,AR,72370,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AR0033,208,5093011000,Non-Metropolitan,2014,"Heartland Renaissance Fund, LLC","$2,182,500.00 ",Osceola,AR,72370,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AR0033,209,5093011000,Non-Metropolitan,2014,"Heartland Renaissance Fund, LLC","$2,182,500.00 ",Osceola,AR,72370,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AR0033,210,5093011000,Non-Metropolitan,2014,"National New Markets Fund, LLC","$10,655,000.00 ",Osceloa,AR,72370,Business Financing,NRE,YES,NO
AR0033,211,5093011000,Non-Metropolitan,2014,"National New Markets Fund, LLC","$4,045,000.00 ",Osceloa,AR,72370,Business Financing,NRE,YES,NO
AR0034,212,5103950500,Non-Metropolitan,2014,"Enhanced Community Development, LLC","$4,950,000.00 ",Camden,AR,71701,Business Financing,SPE,YES,NO
AR0034,213,5103950500,Non-Metropolitan,2014,"Enhanced Community Development, LLC","$50,000.00 ",Camden,AR,71701,Business Financing,SPE,YES,NO
AR0034,214,5103950500,Non-Metropolitan,2014,"Stonehenge Community Development, LLC","$1,635,300.00 ",Camden,AR,71701,Business Financing,SPE,YES,NO
AR0034,215,5103950500,Non-Metropolitan,2014,"Stonehenge Community Development, LLC","$2,364,700.00 ",Camden,AR,71701,Business Financing,SPE,YES,NO
AR0035,216,5093011200,Non-Metropolitan,2010,"Enhanced Community Development, LLC","$3,542,500.00 ",Osceola,AR,72370,Business Financing,NRE,YES,NO
AR0035,217,5093011200,Non-Metropolitan,2014,"Enhanced Community Development, LLC","$1,457,500.00 ",Osceola,AR,72370,Business Financing,NRE,YES,NO
AR0035,218,5093011200,Non-Metropolitan,2014,"Enhanced Community Development, LLC","$1,688,345.00 ",Osceola,AR,72370,Business Financing,NRE,YES,NO
AR0035,219,5093011200,Non-Metropolitan,2014,Chase New Markets Corporation,"$2,005,500.00 ",Osceola,AR,72370,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AR0035,220,5093011200,Non-Metropolitan,2014,Chase New Markets Corporation,"$446,500.00 ",Osceola,AR,72370,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AR0035,221,5093011200,Non-Metropolitan,2014,Chase New Markets Corporation,"$548,000.00 ",Osceola,AR,72370,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,YES,NO
AR0035,222,5093011200,Non-Metropolitan,2014,Rural Development Partners LLC,"$12,184,500.00 ",Osceola,AR,72370,Business Financing,NRE,YES,NO
AR0035,223,5093011200,Non-Metropolitan,2014,Rural Development Partners LLC,"$5,455,500.00 ",Osceola,AR,72370,Business Financing,NRE,YES,NO
AR0036,224,5143010200,Metropolitan,2014,"Advantage Capital Community Development Fund, LLC","$75,000.00 ",Springdale,AR,72764,Business Financing,NRE,NO,NO
AR0036,225,5143010200,Metropolitan,2014,"Advantage Capital Community Development Fund, LLC","$2,000,000.00 ",Springdale,AR,72764,Business Financing,NRE,NO,NO
AR0036,226,5143010200,Metropolitan,2014,"Advantage Capital Community Development Fund, LLC","$1,000,000.00 ",Springdale,AR,72764,Business Financing,NRE,NO,NO
AR0036,227,5143010200,Metropolitan,2014,"Advantage Capital Community Development Fund, LLC","$425,000.00 ",Springdale,AR,72764,Business Financing,NRE,NO,NO
AR0037,228,5045030702,Metropolitan,2014,"Advantage Capital Community Development Fund, LLC","$2,000,000.00 ",Conway,AR,72032,Business Financing,NRE,NO,NO
AR0038,229,5061950200,Non-Metropolitan,2014,"Heartland Renaissance Fund, LLC","$4,429,696.00 ",Nashville,AR,71852,Business Financing,NRE,NO,NO
AR0038,230,5061950200,Non-Metropolitan,2014,"Heartland Renaissance Fund, LLC","$1,851,557.00 ",Nashville,AR,71852,Business Financing,NRE,NO,NO
AR0039,231,5119000500,Metropolitan,2014,"Advantage Capital Community Development Fund, LLC","$1,100,000.00 ",Little Rock,AR,72206,Business Financing,NRE,NO,NO
AR0039,232,5119000500,Metropolitan,2014,"Advantage Capital Community Development Fund, LLC","$650,000.00 ",Little Rock,AR,72206,Business Financing,NRE,NO,NO
AR0040,233,5045030900,Metropolitan,2014,"Advantage Capital Community Development Fund, LLC","$1,270,000.00 ",Conway,AR,72032,Business Financing,NRE,NO,NO
AR0041,234,5143010200,Metropolitan,2014,"Advantage Capital Community Development Fund, LLC","$4,000,000.00 ",Springdale,AR,72764,Business Financing,NRE,NO,NO
AZ0001,235,4001944902,Non-Metropolitan,2010,"Stonehenge Community Development, LLC","$7,341,500.00 ",Chinle,AZ,86503,Business Financing,NRE,NO,NO
AZ0001,236,4001944902,Non-Metropolitan,2010,"Stonehenge Community Development, LLC","$2,158,500.00 ",Chinle,AZ,86503,Business Financing,NRE,NO,NO
AZ0002,237,4013093001,Metropolitan,2007,"National New Markets Tax Credit Fund, Inc","$600,000.00 ",Glendale,AZ,85301,Business Financing,RE,NO,NO
AZ0003,238,4013103304,Metropolitan,2007,Local Initiatives Support Corporation,"$7,173,888.00 ",Phoenix,AZ,85009,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
AZ0003,239,4013103304,Metropolitan,2007,Local Initiatives Support Corporation,"$2,357,852.00 ",Phoenix,AZ,85032,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
AZ0004,240,4015952600,Metropolitan,2005,Zions Community Investment Corp.,"$1,153,498.29 ",Lake Havasu City,AZ,86404,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AZ0005,242,4013421302,Metropolitan,2007,"Prestamos, CDFI, LLC","$467,800.01 ",Mesa,AZ,85201,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
AZ0005,241,4013421302,Metropolitan,2008,"Prestamos, CDFI, LLC","$453,708.01 ",Mesa,AZ,85201,Business Financing,NRE,NO,NO
AZ0006,243,4013114100,Metropolitan,2009,"Paramount Community Development Fund, LLC","$2,092,143.00 ",Phoenix,AZ,85003,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
AZ0006,244,4013114100,Metropolitan,2009,"Paramount Community Development Fund, LLC","$6,244,075.00 ",Phoenix,AZ,85003,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
AZ0006,245,4013114100,Metropolitan,2009,Phoenix Community Development and Investment Corporation,"$3,550,382.00 ",Phoenix,AZ,85004,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
AZ0006,246,4013114100,Metropolitan,2009,Phoenix Community Development and Investment Corporation,"$10,913,749.00 ",Phoenix,AZ,85004,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
AZ0006,247,4013114100,Metropolitan,2009,Phoenix Community Development and Investment Corporation,"$5,338,000.00 ",PHOENIX,AZ,85004,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
AZ0006,248,4013114100,Metropolitan,2009,Phoenix Community Development and Investment Corporation,"$14,462,000.00 ",PHOENIX,AZ,85004,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
AZ0006,249,4013114100,Metropolitan,2010,"USBCDE, LLC","$1,578,000.00 ",Phoenix,AZ,85003,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
AZ0006,250,4013114100,Metropolitan,2010,"USBCDE, LLC","$4,362,000.00 ",Phoenix,AZ,85003,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
AZ0007,251,4013114100,Metropolitan,2009,Merrill Lynch Community Development Company,"$1,877,823.82 ",Phoenix,AZ,85003,Business Financing,CDE,NO,NO
AZ0007,252,4013114100,Metropolitan,2009,Merrill Lynch Community Development Company,"$2,500,000.00 ",Phoenix,AZ,85003,Business Financing,CDE,NO,NO
AZ0007,253,4013114100,Metropolitan,2009,Merrill Lynch Community Development Company,"$2,422,176.18 ",Phoenix,AZ,85003,Business Financing,CDE,NO,NO
AZ0008,254,4013114100,Metropolitan,2007,Chase Community Development Corporation,"$5,000,000.00 ",Phoenix,AZ,85003,Other Financing Purpose,CDE,NO,NO
AZ0010,256,4013114000,Metropolitan,2007,Phoenix Community Development and Investment Corporation,"$1,350,000.00 ",PHOENIX,AZ,85034,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,YES,NO
AZ0010,255,4013114000,Metropolitan,2008,"Prestamos, CDFI, LLC","$580,000.00 ",Phoenix,AZ,85034,Real Estate–Rehabilitation–Commercial,SPE,YES,NO
AZ0012,257,4013114100,Metropolitan,2005,Phoenix Community Development and Investment Corporation,"$19,500,000.00 ",PHOENIX,AZ,85003,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AZ0013,258,4013116702,Metropolitan,2008,"Prestamos, CDFI, LLC","$2,000,000.00 ",Phoenix,AZ,85042,Real Estate – Construction–Housing-Multi Family,RE,NO,NO
AZ0014,259,4013116703,Metropolitan,2006,Phoenix Community Development and Investment Corporation,"$1,550,000.00 ",PHOENIX,AZ,85042,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AZ0014,260,4013116703,Metropolitan,2006,Phoenix Community Development and Investment Corporation,"$4,450,000.00 ",PHOENIX,AZ,85042,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AZ0015,261,4013113203,Metropolitan,2006,Chase Community Development Corporation,"$1,100,000.00 ",Phoenix,AZ,85006,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AZ0016,262,4013114100,Metropolitan,2007,"Renaissance Finance CDE, LLC","$8,585,000.00 ",Phoenix,AZ,85004,Real Estate–Rehabilitation–Commercial,RE,NO,NO
AZ0017,263,4013114301,Metropolitan,2008,"Prestamos, CDFI, LLC","$2,425,000.00 ",Phoenix,AZ,85007,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AZ0018,264,4013114301,Metropolitan,2007,"Prestamos, CDFI, LLC","$1,008,500.00 ",Phoenix,AZ,85007,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,SPE,NO,NO
AZ0019,265,4013103306,Metropolitan,2005,Phoenix Community Development and Investment Corporation,"$2,286,000.00 ",PHOENIX,AZ,85032,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AZ0020,266,4013103606,Metropolitan,2005,"Community Development Funding, LLC","$3,600,000.00 ",Phoenix,AZ,85032,Business Financing,NRE,NO,NO
AZ0021,267,4013109002,Metropolitan,2006,"Paramount Community Development Fund, LLC","$10,000,000.00 ",Phoenix,AZ,85015,Real Estate–Rehabilitation–Commercial,RE,YES,NO
AZ0021,268,4013106703,Metropolitan,2006,Phoenix Community Development and Investment Corporation,"$7,500,000.00 ",PHOENIX,AZ,85015,Real Estate–Rehabilitation–Commercial,RE,YES,NO
AZ0021,269,4013106703,Metropolitan,2006,Phoenix Community Development and Investment Corporation,"$30,000,000.00 ",PHOENIX,AZ,85015,Real Estate–Rehabilitation–Commercial,RE,YES,NO
AZ0023,270,4013117200,Metropolitan,2006,Phoenix Community Development and Investment Corporation,"$10,750,000.00 ",Phoenix,AZ,85034,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,RE,NO,NO
AZ0024,271,4013117200,Metropolitan,2010,"National New Markets Tax Credit Fund, Inc","$7,600,000.00 ",Phoenix,AZ,85034,Business Financing,NRE,NO,NO
AZ0024,272,4013117200,Metropolitan,2010,"National New Markets Tax Credit Fund, Inc","$1,250,000.00 ",Phoenix,AZ,85034,Business Financing,NRE,NO,NO
AZ0024,273,4013117200,Metropolitan,2010,"National New Markets Tax Credit Fund, Inc","$3,443,344.00 ",Phoenix,AZ,85034,Business Financing,NRE,NO,NO
AZ0024,274,4013117200,Metropolitan,2010,"National New Markets Tax Credit Fund, Inc","$3,608,020.00 ",Phoenix,AZ,85034,Business Financing,NRE,NO,NO
AZ0025,275,4013106002,Metropolitan,2006,Phoenix Community Development and Investment Corporation,"$704,000.00 ",PHOENIX,AZ,85021,Real Estate – Construction/Permanent/Acquisition w/o Rehab – Commercial,NRE,NO,NO
AZ0026,276,4013114200,Metropolitan,2005,Phoenix Community Development and Investment Corporation,"$3,000,000.00 ",PHOENIX,AZ,85004,Real Estate–Rehabilitation–Commercial,NRE,NO,NO
AZ0027,280,4013114100,Metropolitan,2008,"Alaska Growth Capital BIDCO, Inc.","$500,000.00 ",Phoenix,AZ,85004,Real Estate–Rehabilitation–Commercial,RE,YES,NO
