DATA_ID,NAME,TYPE,SUBTYPE1,SUBTYPE2,SUBTYPE3,RATING,REVIEWS,PRICE_HIGH,PRICE_LOW,ADDRESS,STREET,CITY,STATE,ZIPCODE,LATITUDE,LONGITUDE,TELEPHONE,WEBSITE,RESERVATIONS,DELIVERY,TAKEOUT,ACCEPTS_CREDIT,ACCEPTS_APPLE_PAY,ACCEPTS_ANDROID_PAY,ACCEPTS_BITCOIN,GOOD_FOR,PARKING,BIKE_PARKING,WHEELCHAIR_ACCESSIBLE,GOOD_FOR_KIDS,GOOD_FOR_GROUPS,ATTIRE,AMBIENCE,NOISE_LEVEL,ALCOHOL,OUTDOOR_SEATING,WIFI,HAS_TV,WAITER_SERVICE,CATERS,COAT_CHECK,DOGS_ALLOWED,HAS_POOL_TABLE,GOOD_FOR_DANCING,HAPPY_HOUR,BEST_NIGHTS,SMOKING,GOOD_FOR_WORKING,GENDER_NEUTRAL_RESTROOM,MUSIC,MILITARY_DISCOUNT,DRIVE_THRU,MON_OPEN,MON_CLOSE,TUE_OPEN,TUE_CLOSE,WED_OPEN,WED_CLOSE,THU_OPEN,THU_CLOSE,FRI_OPEN,FRI_CLOSE,SAT_OPEN,SAT_CLOSE,SUN_OPEN,SUN_CLOSE,RATING_5,RATING_4,RATING_3,RATING_2,RATING_1
42,The Evergreen,Restaurant,Beer Bar,American (Traditional),Gluten-Free,3.816326531,49,30,11,"125 E Water St, Syracuse, NY 13202",125 E Water St,Syracuse,NY,13202,43.0507314,-76.1512205,13158703500,theevergreen.co,No,No,Yes,Yes,No,,No,Dinner,"Garage, Street, Private Lot",Yes,Yes,No,Yes,Casual,"Hipster, Casual",Average,Full Bar,Yes,Free,Yes,No,No,No,No,No,No,Yes,,Outdoor Area / Patio Only,,,Background,,,3:00 PM,12:00 AM,3:00 PM,12:00 AM,3:00 PM,2:00 AM,3:00 PM,2:00 AM,3:00 PM,2:00 AM,3:00 PM,2:00 AM,,,20,12,8,6,3
43,The Cider Mill,Restaurant,Diners,American (New),,4.192307692,26,30,11,"4221 Fay Rd, Syracuse, NY 13219",4221 Fay Rd,Syracuse,NY,13219,43.0268274,-76.2211159,13154870647,thecidermill.us,No,No,Yes,Yes,No,No,No,,Private Lot,Yes,Yes,Yes,Yes,Casual,,Average,Full Bar,No,Free,Yes,Yes,Yes,,No,,,,,,,,,,,5:00 PM,10:00 PM,5:00 PM,10:00 PM,5:00 PM,10:00 PM,5:00 PM,10:00 PM,5:00 PM,11:00 PM,5:00 PM,11:00 PM,,,15,4,5,1,1
44,Wolf's Den,Restaurant,Gay Bars,American (Traditional),,4.428571429,7,30,11,"617 Wolf St, Syracuse, NY 13208",617 Wolf St,Syracuse,NY,13208,43.0752918,-76.1612121,13155605637,wolfsdensyracuse.com,Yes,,,No,No,,No,,"Street, Private Lot",No,Yes,No,Yes,Casual,,Average,Full Bar,Yes,,Yes,,,No,No,Yes,Yes,Yes,"Fri, Sat",Outdoor Area / Patio Only,,,Juke Box,,,,,4:00 PM,12:00 AM,4:00 PM,2:00 AM,4:00 PM,2:00 AM,4:00 PM,2:00 AM,4:00 PM,2:00 AM,4:00 PM,12:00 AM,4,2,1,0,0
45,Goodies Mediterranean,Restaurant,Mediterranean,Italian,,4.055555556,54,30,11,"3605 James St, Syracuse, NY 13206",3605 James St,Syracuse,NY,13206,43.0696297,-76.0956371,13154331003,goodiesmediterraneansyracuse.…,No,Yes,Yes,Yes,No,,,Dessert,,No,,Yes,Yes,Casual,Casual,Quiet,No,No,No,Yes,Yes,Yes,,,,,,,,,,,,,10:30 AM,9:00 PM,10:30 AM,9:00 PM,10:30 AM,9:00 PM,10:30 AM,9:00 PM,10:30 AM,10:00 PM,10:30 AM,10:00 PM,,,29,12,3,7,3
46,Chorong House Restaurant,Restaurant,Korean,,,3.82,100,30,11,"1121 E Fayette St, Syracuse, NY 13210",1121 E Fayette St,Syracuse,NY,13210,43.0486432,-76.1328802,13154280501,,No,No,Yes,Yes,,,,Dinner,Private Lot,Yes,,Yes,Yes,Casual,Casual,Quiet,Beer & Wine Only,No,No,No,Yes,No,,,,,,,,,,,,,11:30 AM,10:00 PM,11:30 AM,10:00 PM,11:30 AM,10:00 PM,11:30 AM,10:00 PM,11:30 AM,10:00 PM,11:30 AM,10:00 PM,,,38,27,21,7,7
47,Thai Flavor,Restaurant,Thai,,,4.021505376,93,30,11,"2863 Erie Blvd E, Syracuse, NY 13224",2863 Erie Blvd E,Syracuse,NY,13224,43.0554806,-76.091862,13152511366,,Yes,Yes,Yes,Yes,,,,"Lunch, Dinner",Private Lot,No,,Yes,Yes,Casual,,Quiet,Beer & Wine Only,No,No,No,Yes,Yes,,,,,,,,,,,,,,,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,12:00 PM,8:00 PM,32,40,13,7,1
48,Tang Flavor,Restaurant,Szechuan,Cantonese,,4.077922078,77,30,11,"413 S Warren St, Syracuse, NY 13202",413 S Warren St,Syracuse,NY,13202,43.0467136,-76.1507379,13154720279,tangflavor.com/index.php/home,Yes,Yes,Yes,Yes,,,,"Lunch, Dinner","Garage, Street, Private Lot, Validated",No,Yes,Yes,Yes,Casual,Casual,Quiet,No,No,No,Yes,Yes,Yes,,No,,,,,,,,,,,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,9:30 PM,34,27,9,2,5
49,Alto Cinco,Restaurant,Mexican,Tex-Mex,,3.776666667,300,30,11,"526 Westcott St, Syracuse, NY 13210",526 Westcott St,Syracuse,NY,13210,43.0411505,-76.1195596,13154226399,altocinco.net,No,Yes,Yes,Yes,No,,,"Lunch, Dinner",Street,Yes,Yes,Yes,Yes,Casual,Hipster,Average,Full Bar,Yes,Free,No,Yes,Yes,,,,,,,,,Yes,,,,8:00 AM,2:00 AM,8:00 AM,2:00 AM,8:00 AM,2:00 AM,8:00 AM,2:00 AM,8:00 AM,2:00 AM,8:00 AM,2:00 AM,10:00 AM,2:00 AM,104,99,47,26,24
50,The York,Restaurant,American (New),Cocktail Bars,Lounges,3.625,64,30,11,"247 W Fayette St, Syracuse, NY 13202",247 W Fayette St,Syracuse,NY,13202,43.048494,-76.155174,13157010636,yorkcny.com,Yes,No,Yes,Yes,,,,Dinner,Street,Yes,,No,Yes,Casual,Trendy,Average,Full Bar,No,Free,Yes,Yes,,Yes,,No,No,Yes,"Thu, Fri, Sat",No,,,Background,,,5:00 PM,12:00 AM,5:00 PM,12:00 AM,5:00 PM,12:00 AM,5:00 PM,12:00 AM,4:00 PM,2:00 AM,4:00 PM,2:00 AM,,,20,22,5,12,5
51,Red Chili,Restaurant,Szechuan,Hot Pot,Asian Fusion,3.905263158,95,30,11,"2740 Erie Blvd E, Syracuse, NY 13224",2740 Erie Blvd E,Syracuse,NY,13224,43.05423029,-76.09628548,13154462882,redchilirestaurant.com,Yes,Yes,Yes,Yes,No,,,"Lunch, Dinner",Private Lot,Yes,No,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,Yes,Yes,,No,,,,,,,Yes,,,,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:30 PM,11:00 AM,10:30 PM,11:30 AM,10:00 PM,49,18,8,10,10
52,Steve's Restaurant,Restaurant,Dive Bars,Mexican,,4.304347826,23,30,11,"401 Milton Ave, Syracuse, NY 13204",401 Milton Ave,Syracuse,NY,13204,43.050021,-76.18844,13154683380,,Yes,No,Yes,No,No,No,,Dinner,,No,,Yes,Yes,Casual,,Average,Full Bar,No,No,Yes,Yes,,No,,No,No,No,"Thu, Fri",No,,,,,,11:00 AM,12:00 AM,11:00 AM,12:00 AM,11:00 AM,12:00 AM,11:00 AM,12:00 AM,11:00 AM,2:00 AM,11:00 AM,2:00 AM,11:00 AM,10:00 PM,16,3,1,1,2
53,Grotto,Restaurant,Italian,,,4.428571429,28,30,11,"101 S Main St, Syracuse, NY 13212",101 S Main St,Syracuse,NY,13212,43.1351933,-76.129669,13152148911,grottonorthsyracuse.com,Yes,No,Yes,Yes,No,,,Dinner,"Street, Private Lot",Yes,,Yes,Yes,Casual,,Average,Full Bar,Yes,No,Yes,Yes,Yes,,,,,,,,,,,,,11:30 AM,9:00 PM,11:30 AM,9:00 PM,11:30 AM,9:00 PM,11:30 AM,9:00 PM,11:30 AM,10:00 PM,4:00 PM,10:00 PM,,,16,8,4,0,0
54,Daniella's Steakhouse,Restaurant,Steakhouses,,,3.929824561,57,30,11,"670 State Fair Blvd, Syracuse, NY 13209",670 State Fair Blvd,Syracuse,NY,13209,43.082038,-76.2282479,13154719874,daniellassteakhouse.com,Yes,No,Yes,Yes,,,No,Dinner,Private Lot,No,Yes,No,Yes,Casual,,Average,Full Bar,Yes,Free,Yes,Yes,Yes,,No,,,,,,,,,,,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,4:30 AM,11:00 PM,4:30 AM,9:00 PM,30,10,5,7,5
55,1060 Restaurant,Restaurant,American (New),,,3.675,40,30,11,"1060 E Genesee St, Syracuse, NY 13210",1060 E Genesee St,Syracuse,NY,13210,43.0467378,-76.1354846,13154769000,1060restaurant.com,Yes,No,Yes,Yes,,,,"Breakfast, Dinner",Private Lot,Yes,Yes,Yes,Yes,Casual,Intimate,Quiet,Full Bar,Yes,Free,Yes,Yes,Yes,,,,,,,,,,,,,6:30 AM,11:00 AM,6:30 AM,11:00 AM,6:30 AM,11:00 AM,6:30 AM,11:00 AM,6:30 AM,11:00 AM,6:30 AM,2:00 PM,7:30 AM,2:00 PM,12,15,3,8,2
57,Roji Tea Lounge,Restaurant,Bubble Tea,Coffee & Tea,Asian Fusion,4.428571429,84,30,11,"108 E Washington St\nSte 2, Syracuse, NY 13202",108 E Washington St\nSte 2,Syracuse,NY,13202,43.04949745,-76.15120468,13154280844,,No,Yes,Yes,Yes,Yes,,,,Street,Yes,Yes,No,Yes,Casual,,,,No,Free,No,,,,,,,,,,Yes,,,,,12:00 PM,12:00 AM,12:00 PM,12:00 AM,12:00 PM,12:00 AM,12:00 PM,12:00 AM,12:00 PM,12:00 AM,12:00 PM,12:00 AM,12:00 PM,12:00 AM,49,25,7,3,0
58,Asti,Restaurant,Italian,,,3.746835443,79,30,11,"411 N Salina St, Syracuse, NY 13203",411 N Salina St,Syracuse,NY,13203,43.056204,-76.1524042,13154781039,asticaffe.com,Yes,No,Yes,Yes,,,,"Lunch, Dinner",Street,Yes,No,Yes,Yes,Casual,,Average,Full Bar,Yes,No,No,Yes,Yes,,,,,,,,,,,,,11:00 AM,3:00 PM,11:00 AM,3:00 PM,11:00 AM,3:00 PM,11:00 AM,3:00 PM,11:00 AM,3:00 PM,12:00 PM,3:00 PM,,,32,24,4,9,10
59,Strong Hearts On The Hill,Restaurant,Cafes,Vegan,Vegetarian,4.523809524,21,10,0,"720 University Ave, Syracuse, NY 13210",720 University Ave,Syracuse,NY,13210,43.04204535,-76.13466378,13154785500,strongheartsoth.com,No,No,Yes,Yes,No,No,No,Lunch,"Garage, Street, Private Lot",Yes,Yes,No,No,Casual,,Average,No,No,No,No,No,No,,No,,,,,,,,,,,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,9:00 PM,8:00 AM,7:00 PM,11:00 AM,5:00 PM,11:00 AM,5:00 PM,12,8,1,0,0
60,Calios,Restaurant,Barbeque,Burgers,Mexican,3.272727273,11,10,0,"123 Marshall St, Syracuse, NY 13210",123 Marshall St,Syracuse,NY,13210,43.0417946,-76.136096,13154269664,caliosonline.com,No,Yes,Yes,Yes,,,,,,No,,Yes,No,Casual,,Loud,No,No,,Yes,No,,,,,,,,,,,,,No,4:00 PM,4:00 AM,4:00 PM,4:00 AM,4:00 PM,4:00 AM,4:00 PM,4:00 AM,4:00 PM,4:00 AM,4:00 PM,4:00 AM,4:00 PM,4:00 AM,2,5,1,0,3
61,Good To Go - An Italian American Cafe,Restaurant,Italian,,,5,4,10,0,"725 Irving Ave, Syracuse, NY 13210",725 Irving Ave,Syracuse,NY,13210,43.0416512,-76.1376202,13154241169,,,No,,Yes,,,,,,,,Yes,Yes,,,,,,,,No,,,,,,,,,,,,,,6:30 AM,3:00 PM,6:30 AM,3:00 PM,6:30 AM,3:00 PM,6:30 AM,3:00 PM,6:30 AM,3:00 PM,,,,,4,0,0,0,0
62,Faegan's Cafe & Pub,Restaurant,Pubs,American (Traditional),,3.344444444,90,30,11,"734 S Crouse Ave, Syracuse, NY 13210",734 S Crouse Ave,Syracuse,NY,13210,43.0417812,-76.1369557,13154724721,faeganspub.com,No,No,Yes,Yes,,,,Lunch,Street,Yes,Yes,No,Yes,Casual,Casual,Loud,Full Bar,Yes,No,Yes,Yes,No,No,,No,No,Yes,"Wed, Thu, Sat",Outdoor Area / Patio Only,,,DJ,,,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,12:00 PM,10:00 PM,2:00 PM,8:00 PM,16,31,23,8,12
63,The 317 At Montgomery,Restaurant,American (New),,,3.708333333,48,60,31,"317 Montgomery St, Syracuse, NY 13202",317 Montgomery St,Syracuse,NY,13202,43.048061,-76.148809,13152144267,317syr.com,Yes,No,Yes,Yes,,,,Dinner,Street,No,Yes,No,Yes,Casual,Intimate,Average,Full Bar,Yes,Free,No,Yes,Yes,,,,,,,,,,,,,,,11:30 AM,2:30 PM,11:30 AM,2:30 PM,11:30 AM,2:30 PM,11:30 AM,2:30 PM,5:00 PM,10:00 PM,,,22,9,5,5,7
64,Polonaise,Restaurant,"Beer, Wine & Spirits",Delis,Vegetarian,4.833333333,12,10,0,"3006 Erie Blvd, Syracuse, NY 13224",3006 Erie Blvd,Syracuse,NY,13224,43.0552815,-76.0867957,13153994694,polonaisecny.com,Yes,Yes,Yes,Yes,,,No,,Private Lot,Yes,Yes,No,No,Casual,,Quiet,Beer & Wine Only,Yes,Free,No,No,Yes,,No,,,,,,,,,,,12:00 PM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,4:00 PM,11,0,1,0,0
65,Rise N Shine Diner,Restaurant,Diners,Burgers,Breakfast & Brunch,4.371134021,97,10,0,"6393 Thompson Rd, Syracuse, NY 13206",6393 Thompson Rd,Syracuse,NY,13206,43.0806958,-76.0893868,13154325510,risenshinediner.com,Yes,No,Yes,Yes,No,,,"Breakfast, Lunch",Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,No,Yes,Free,Yes,Yes,Yes,,,,,,,,,,,,No,6:00 AM,2:00 PM,6:00 AM,2:00 PM,6:00 AM,2:00 PM,6:00 AM,2:00 PM,6:00 AM,2:00 PM,6:00 AM,2:00 PM,6:00 AM,2:00 PM,58,26,7,3,3
66,BBQ House,Restaurant,Barbeque,Chinese,,3.619047619,21,10,0,"725 E Fayette St, Syracuse, NY 13210",725 E Fayette St,Syracuse,NY,13210,43.048801,-76.1401209,13154228880,,No,Yes,Yes,Yes,,,,,,No,,Yes,Yes,Casual,,Quiet,Beer & Wine Only,No,,No,No,,,,,,,,,,,,,,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,12:00 AM,11:00 AM,12:00 AM,12:00 PM,11:00 PM,10,2,4,1,4
67,Royal Indian Grill,Restaurant,Indian,,,4.166666667,6,30,11,"147 Marshall St, Syracuse, NY 13210",147 Marshall St,Syracuse,NY,13210,43.04163517,-76.1356065,13154255444,suroyalindiangrill.com,,Yes,Yes,,,,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,11:30 AM,4:00 PM,11:30 AM,4:00 PM,11:30 AM,4:00 PM,11:30 AM,4:00 PM,11:30 AM,4:00 PM,11:30 AM,4:00 PM,11:30 AM,4:00 PM,4,1,0,0,1
68,Angotti's Family Restaurant,Restaurant,Italian,,,4.230769231,26,30,11,"725 Burnet Ave, Syracuse, NY 13203",725 Burnet Ave,Syracuse,NY,13203,43.0522579,-76.1311003,13154728403,,Yes,No,Yes,Yes,,,,Dinner,Street,No,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,Yes,Yes,Yes,,,,,,,,,,,,,,,11:00 AM,3:00 PM,11:00 AM,3:00 PM,11:00 AM,9:00 PM,11:00 AM,10:00 PM,12:00 PM,10:00 PM,,,15,6,3,0,2
69,Cathy's Corner Cafe,Restaurant,Barbeque,Breakfast & Brunch,Cafes,3.888888889,9,999,61,"929 Avery Ave, Syracuse, NY 13204",929 Avery Ave,Syracuse,NY,13204,43.054999,-76.196944,13154796990,cathyscornercafe.com,,,,Yes,,,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,,,,,,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,9:00 AM,9:00 PM,4:00 PM,9:00 PM,4:00 PM,9:00 PM,,,6,0,1,0,2
70,New York Style Pizza and Diner,Restaurant,Diners,Pizza,Chicken Wings,4.24,25,10,0,"549 E Brighton Ave, Syracuse, NY 13210",549 E Brighton Ave,Syracuse,NY,13210,43.0119681,-76.134308,13152143303,nystylepizzaanddiner.com,No,Yes,Yes,Yes,No,,,"Breakfast, Lunch",Private Lot,Yes,,Yes,Yes,Casual,Casual,Average,No,No,Paid,Yes,Yes,No,,,,,,,,,,,,,11:30 AM,9:00 PM,11:30 AM,9:00 PM,11:30 AM,9:00 PM,11:30 AM,9:00 PM,11:30 AM,10:00 PM,4:00 PM,9:00 PM,12:00 PM,8:00 PM,17,2,3,1,2
71,Francesca's Cucina,Restaurant,Italian,,,3.683333333,120,30,11,"545 N Salina St, Syracuse, NY 13208",545 N Salina St,Syracuse,NY,13208,43.0585048,-76.1523328,13154251556,francescas-cucina.com,Yes,No,Yes,Yes,,,,Dinner,Street,No,Yes,No,Yes,Casual,Classy,Average,Full Bar,Yes,No,Yes,Yes,Yes,,,,,,,,,,,,,11:00 AM,2:30 PM,11:00 AM,2:30 PM,11:00 AM,2:30 PM,11:00 AM,2:30 PM,11:00 AM,2:30 PM,11:00 AM,2:30 PM,11:00 AM,2:30 PM,49,32,9,12,18
72,Kelley's Bar and Restaurant,Restaurant,Salad,Bars,American (Traditional),3.921052632,38,30,11,"5076 Velasko Rd, Syracuse, NY 13215",5076 Velasko Rd,Syracuse,NY,13215,43.016056,-76.184075,13154786773,kelleysbarandrestaurant.com,Yes,No,Yes,Yes,No,,,Dinner,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,Free,Yes,Yes,Yes,,,,Yes,Yes,,,,,,,,11:30 AM,10:00 PM,11:30 AM,10:00 PM,11:30 AM,10:00 PM,11:30 AM,10:00 PM,11:30 AM,11:00 PM,11:30 AM,10:00 PM,,,15,12,7,1,3
73,Bamboo House Asian Restaurant,Restaurant,Asian Fusion,Chinese,Japanese,4.3,50,30,11,"252 W Genesee St, Syracuse, NY 13202",252 W Genesee St,Syracuse,NY,13202,43.0519363,-76.1547348,13154248800,bamboohousesyracuse.com,No,Yes,Yes,Yes,,,,"Lunch, Dinner",Street,No,,Yes,Yes,Casual,"Divey, Casual",Quiet,Beer & Wine Only,No,No,No,Yes,No,,,,,,,,,,,,,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,12:00 PM,11:00 PM,4:00 PM,10:00 PM,27,16,4,1,2
74,Bleu Monkey Cafe,Restaurant,Sushi Bars,Japanese,,3.294117647,85,30,11,"163 Marshall St, Syracuse, NY 13210",163 Marshall St,Syracuse,NY,13210,43.0418278,-76.1351691,13154740099,bleumonkeycafepickup.eat24hou…,No,Yes,Yes,Yes,No,,,"Lunch, Dinner",Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,Yes,No,No,Yes,Yes,,,,,,,,,,,,,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,11:00 AM,11:00 PM,12:00 PM,11:00 PM,12:00 PM,11:00 PM,17,23,24,10,11
75,Maxwells,Restaurant,Cocktail Bars,American (New),,3.923076923,26,30,11,"122 E Genesee St, Syracuse, NY 13202",122 E Genesee St,Syracuse,NY,13202,43.04986031,-76.15013506,13152996633,maxwellssyracuse.com,Yes,No,Yes,Yes,No,,,,,Yes,,No,Yes,Casual,,Average,Full Bar,Yes,Free,Yes,Yes,,No,,No,No,Yes,,No,,,,,,4:00 PM,12:00 AM,4:00 PM,12:00 AM,4:00 PM,12:00 AM,4:00 PM,12:00 AM,4:00 PM,2:00 AM,4:00 PM,2:00 AM,,,13,5,4,1,3
76,Abis's African Restaurant,Restaurant,African,,,4,3,999,61,"717 N Salina St, Syracuse, NY 13208",717 N Salina St,Syracuse,NY,13208,43.060712,-76.153659,13152145923,abisafricanrestaurant.com,Yes,Yes,Yes,Yes,,,,,,Yes,Yes,Yes,Yes,,,,No,Yes,Free,Yes,Yes,Yes,,,,,,,,,,,,,11:00 AM,8:00 PM,11:00 AM,8:00 PM,11:00 AM,8:00 PM,11:00 AM,8:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,,,0,3,0,0,0
77,San Miguel Mexican Restaurante,Restaurant,Mexican,,,3.890625,64,30,11,"425 N State St, Syracuse, NY 13203",425 N State St,Syracuse,NY,13203,43.05492205,-76.15055858,13158830551,sanmiguelmexican.com,Yes,Yes,Yes,Yes,No,,,Dinner,Private Lot,No,,Yes,Yes,Casual,Casual,Average,Full Bar,No,,Yes,Yes,Yes,,,,,,,,,,,,,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,9:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,8:00 PM,32,14,6,3,9
78,Blarney Stone,Restaurant,Pubs,Chicken Wings,American (Traditional),4.211764706,85,10,0,"314 Avery Ave, Syracuse, NY 13204",314 Avery Ave,Syracuse,NY,13204,43.048402,-76.191524,13154879675,blarneystonesyr.com,No,No,Yes,No,No,No,,"Lunch, Dinner",Street,Yes,,No,Yes,Casual,Casual,Loud,Full Bar,Yes,No,Yes,No,No,No,,Yes,No,Yes,"Thu, Fri, Sat",Outdoor Area / Patio Only,,,,,,11:00 AM,12:00 AM,11:00 AM,12:00 AM,11:00 AM,12:00 AM,11:00 AM,12:00 AM,11:00 AM,12:00 AM,11:00 AM,1:00 AM,11:00 AM,12:00 AM,42,31,4,4,4
79,Pascale Italian Bistro,Restaurant,Italian,Burgers,Seafood,3.857142857,14,30,11,"800 Nottingham Rd, Syracuse, NY 13224",800 Nottingham Rd,Syracuse,NY,13224,43.020227,-76.105759,13154468511,pascaledrumlins.com,Yes,No,Yes,Yes,No,,No,,Private Lot,Yes,Yes,Yes,Yes,Casual,,,Full Bar,Yes,Free,Yes,Yes,Yes,,,,,,,,,,,,No,,,4:00 PM,9:30 PM,4:00 PM,9:30 PM,4:00 PM,9:30 PM,4:00 PM,9:30 PM,4:00 PM,9:30 PM,,,6,5,0,1,2
80,Delmonico's Italian Steakhouse,Restaurant,Italian,Steakhouses,,3.663265306,98,30,11,"2950 Erie Blvd E, Syracuse, NY 13224",2950 Erie Blvd E,Syracuse,NY,13224,43.0549118,-76.0883987,13154451111,delmonicositaliansteakhouse.c…,Yes,No,Yes,Yes,,,,Dinner,Private Lot,Yes,Yes,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,Yes,Yes,Yes,,,,,,,,,,,,,4:00 PM,10:30 PM,4:00 PM,10:30 PM,4:00 PM,10:30 PM,4:00 PM,10:30 PM,4:00 PM,11:30 PM,1:00 PM,11:30 PM,12:00 PM,10:00 PM,29,36,14,9,10
81,Inn of the Seasons,Restaurant,American (Traditional),Venues & Event Spaces,Bars,4.5,10,30,11,"4311 W Seneca Tpke, Syracuse, NY 13215",4311 W Seneca Tpke,Syracuse,NY,13215,42.995257,-76.215963,13154924001,innoftheseasons.com,Yes,No,,Yes,,,,,,Yes,,Yes,Yes,Casual,,Quiet,Full Bar,No,No,No,Yes,,No,,No,No,,,No,,,,,,,,4:00 PM,10:00 PM,4:00 PM,10:00 PM,4:00 PM,10:00 PM,4:00 PM,11:00 PM,4:00 PM,11:00 PM,12:00 PM,8:00 PM,7,1,2,0,0
82,Ale ‘n' Angus Pub,Restaurant,Pubs,American (Traditional),,4.08,25,30,11,"238 Harrison St, Syracuse, NY 13202",238 Harrison St,Syracuse,NY,13202,43.0442478,-76.14906704,13154269672,alenanguspub.com,Yes,No,Yes,Yes,,,,Lunch,Street,Yes,No,Yes,Yes,Casual,Casual,Average,Full Bar,No,No,Yes,Yes,Yes,No,,No,No,Yes,"Wed, Fri, Sat",No,,,,,,11:00 AM,8:00 PM,11:00 AM,8:00 PM,11:00 AM,8:00 PM,11:00 AM,8:00 PM,11:00 AM,9:00 PM,,,,,13,7,1,2,2
83,Pronto Joey's,Restaurant,Italian,,,3.885714286,35,30,11,"6594 Thompson Rd, Syracuse, NY 13206",6594 Thompson Rd,Syracuse,NY,13206,43.0903598,-76.0919104,13154320620,joeysitalianrestaurant.com,Yes,No,Yes,Yes,,,,"Dinner, Dessert",Private Lot,Yes,No,Yes,Yes,Casual,Casual,Quiet,Full Bar,No,No,No,Yes,Yes,,,,,,,,,,,,,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,11:00 AM,10:00 PM,5:00 PM,11:00 PM,4:00 PM,9:00 PM,14,11,4,4,2
84,Tilted Kilt Pub & Eatery,Restaurant,Pubs,Sports Bars,American (Traditional),2.102564103,39,30,11,"3019 Erie Blvd E, Syracuse, NY 13224",3019 Erie Blvd E,Syracuse,NY,13224,43.057384,-76.08574,13154494444,tiltedkilt.com,No,No,Yes,Yes,,,,Late Night,,Yes,,No,Yes,Casual,Casual,Average,Full Bar,Yes,Free,Yes,Yes,No,No,,Yes,No,Yes,,Outdoor Area / Patio Only,,,,,,11:00 AM,1:00 AM,11:00 AM,1:00 AM,11:00 AM,1:00 AM,11:00 AM,1:00 AM,11:00 AM,2:00 AM,11:00 AM,2:00 AM,11:00 AM,2:00 AM,2,4,9,5,19
85,Koinonia Organic Juice Bar Cafe,Restaurant,Juice Bars & Smoothies,Cafes,,4.75,4,10,0,"126 Dell St, Syracuse, NY 13210",126 Dell St,Syracuse,NY,13210,43.04156995,-76.11999617,13157416516,,No,Yes,Yes,Yes,No,,,,,Yes,,Yes,Yes,Casual,,Quiet,No,Yes,Free,Yes,No,Yes,,,,,,,,,,,,,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,10:00 AM,8:00 PM,,,3,1,0,0,0
86,Mission Restaurant,Restaurant,Mexican,Tex-Mex,,3.523809524,126,30,11,"304 E Onondaga St, Syracuse, NY 13202",304 E Onondaga St,Syracuse,NY,13202,43.0470761,-76.1486308,13154757344,themissionrestaurant.com,Yes,No,Yes,Yes,Yes,,,Dinner,Street,Yes,Yes,Yes,Yes,Casual,Casual,Average,Beer & Wine Only,No,No,No,Yes,Yes,,,,,,,,,,,,,11:30 AM,2:00 PM,11:30 AM,9:00 PM,11:30 AM,9:00 PM,11:30 AM,9:00 PM,11:30 AM,10:00 PM,5:00 PM,10:00 PM,11:00 AM,3:00 PM,34,37,26,19,10
